pc,side,rank,term
PC8,pos,30,daten
PC8,neg,1,data
PC8,neg,2,section
PC8,neg,3,personal data
PC8,neg,4,sharing
PC8,neg,5,personal
PC8,neg,6,data sharing
PC8,neg,7,use
PC8,neg,8,model
PC8,neg,9,privacy
PC8,neg,10,inserting
PC8,neg,11,access
PC8,neg,12,quality
PC8,neg,13,subsection
PC8,neg,14,striking
PC8,neg,15,el
PC8,neg,16,used
PC8,neg,17,la
PC8,neg,18,public
PC8,neg,19,information
PC8,neg,20,del
PC8,neg,21,models
PC8,neg,22,datasets
PC8,neg,23,bias
PC8,neg,24,title
PC8,neg,25,health
PC8,neg,26,use data
PC8,neg,27,making
PC8,neg,28,data strategy
PC8,neg,29,sec
PC8,neg,30,training
PC9,pos,1,artificial
PC9,pos,2,intelligence
PC9,pos,3,artificial intelligence
PC9,pos,4,https
PC9,pos,5,www
PC9,pos,6,https www
PC9,pos,7,org
PC9,pos,8,2019
PC9,pos,9,pdf
PC9,pos,10,research
PC9,pos,11,gov
PC9,pos,12,personal data
PC9,pos,13,2018
PC9,pos,14,personal
PC9,pos,15,com
PC9,pos,16,science
PC9,pos,17,2020
PC9,pos,18,finland
PC9,pos,19,en
PC9,pos,20,use artificial
PC9,pos,21,uk
PC9,pos,22,2023
PC9,pos,23,intelligence systems
PC9,pos,24,ethics
PC9,pos,25,field artificial
PC9,pos,26,report
PC9,pos,27,protection
PC9,pos,28,national artificial
PC9,pos,29,european
PC9,pos,30,council
PC9,neg,1,digital
PC9,neg,2,ai
PC9,neg,3,transformation
PC9,neg,4,skills
PC9,neg,5,services
PC9,neg,6,digital transformation
PC9,neg,7,service
PC9,neg,8,public
PC9,neg,9,training
PC9,neg,10,digital skills
PC9,neg,11,economy
PC9,neg,12,support
PC9,neg,13,government
PC9,neg,14,infrastructure
PC9,neg,15,quality
PC9,neg,16,access
PC9,neg,17,digital economy
PC9,neg,18,ai systems
PC9,neg,19,die
PC9,neg,20,indicator
PC9,neg,21,ensure
PC9,neg,22,new
PC9,neg,23,risks
PC9,neg,24,models
PC9,neg,25,people
PC9,neg,26,sector
PC9,neg,27,und
PC9,neg,28,companies
PC9,neg,29,model
PC9,neg,30,digital technologies
PC10,pos,1,section
PC10,pos,2,inserting
PC10,pos,3,striking
PC10,pos,4,subsection
PC10,pos,5,amended
PC10,pos,6,paragraph
PC10,pos,7,title
PC10,pos,8,redesignated
PC10,pos,9,digital
PC10,pos,10,amended striking
PC10,pos,11,chapter
PC10,pos,12,transferred
PC10,pos,13,subsection section
PC10,pos,14,code
PC10,pos,15,shall
PC10,pos,16,subparagraph
PC10,pos,17,states code
PC10,pos,18,ii
PC10,pos,19,ar
PC10,pos,20,inserting section
PC10,pos,21,striking section
PC10,pos,22,ticle
PC10,pos,23,ar ticle
PC10,pos,24,regulation
PC10,pos,25,eu
PC10,pos,26,redesignating
PC10,pos,27,code amended
PC10,pos,28,sections
PC10,pos,29,european
PC10,pos,30,following
PC10,neg,1,sec
PC10,neg,2,defense
PC10,neg,3,contained
PC10,neg,4,provision
PC10,neg,5,senate
PC10,neg,6,house
PC10,neg,7,provision sec
PC10,neg,8,amendment
PC10,neg,9,data
PC10,neg,10,senate amendment
PC10,neg,11,amendment contained
PC10,neg,12,house contained
PC10,neg,13,contained provision
PC10,neg,14,department
PC10,neg,15,recedes
PC10,neg,16,contained similar
PC10,neg,17,similar provision
PC10,neg,18,secretary
PC10,neg,19,military
PC10,neg,20,department defense
PC10,neg,21,similar
PC10,neg,22,secretary defense
PC10,neg,23,000
PC10,neg,24,program
PC10,neg,25,6601
PC10,neg,26,report
PC10,neg,27,conferees
PC10,neg,28,house recedes
PC10,neg,29,security
PC10,neg,30,armed
PC11,pos,1,data
PC11,pos,2,section
PC11,pos,3,inserting
PC11,pos,4,striking
PC11,pos,5,subsection
PC11,pos,6,amended
PC11,pos,7,title
PC11,pos,8,artificial
PC11,pos,9,intelligence
PC11,pos,10,artificial intelligence
PC11,pos,11,learning
PC11,pos,12,redesignated
PC11,pos,13,amended striking
PC11,pos,14,die
PC11,pos,15,states code
PC11,pos,16,sharing
PC11,pos,17,machine learning
PC11,pos,18,new
PC11,pos,19,transferred
PC11,pos,20,und
PC11,pos,21,title 10
PC11,pos,22,machine
PC11,pos,23,subsection section
PC11,pos,24,quality
PC11,pos,25,10 united
PC11,pos,26,development
PC11,pos,27,data sharing
PC11,pos,28,training
PC11,pos,29,united states
PC11,pos,30,striking section
PC11,neg,1,ar
PC11,neg,2,ticle
PC11,neg,3,ar ticle
PC11,neg,4,shall
PC11,neg,5,regulation
PC11,neg,6,eu
PC11,neg,7,ser
PC11,neg,8,european
PC11,neg,9,commission
PC11,neg,10,author
PC11,neg,11,inf
PC11,neg,12,ser vices
PC11,neg,13,vices
PC11,neg,14,ity
PC11,neg,15,par
PC11,neg,16,ed
PC11,neg,17,member
PC11,neg,18,inf mation
PC11,neg,19,mation
PC11,neg,20,article
PC11,neg,21,er
PC11,neg,22,red
PC11,neg,23,law
PC11,neg,24,oj
PC11,neg,25,provid
PC11,neg,26,ma
PC11,neg,27,author ities
PC11,neg,28,ities
PC11,neg,29,accordance
PC11,neg,30,union
PC12,pos,1,https
PC12,pos,2,uk
PC12,pos,3,www
PC12,pos,4,https www
PC12,pos,5,gov
PC12,pos,6,gov uk
PC12,pos,7,government
PC12,pos,8,org
PC12,pos,9,pdf
PC12,pos,10,www gov
PC12,pos,11,uk government
PC12,pos,12,online
PC12,pos,13,2019
PC12,pos,14,publications
PC12,pos,15,com
PC12,pos,16,research
PC12,pos,17,government publications
PC12,pos,18,000
PC12,pos,19,innovation
PC12,pos,20,online targeting
PC12,pos,21,cdei
PC12,pos,22,2020
PC12,pos,23,science
PC12,pos,24,targeting
PC12,pos,25,algorithmic
PC12,pos,26,bias
PC12,pos,27,2018
PC12,pos,28,review
PC12,pos,29,pm
PC12,pos,30,2017
PC12,neg,1,artificial
PC12,neg,2,intelligence
PC12,neg,3,artificial intelligence
PC12,neg,4,digital
PC12,neg,5,personal data
PC12,neg,6,personal
PC12,neg,7,development
PC12,neg,8,machine
PC12,neg,9,shall
PC12,neg,10,transformation
PC12,neg,11,digital transformation
PC12,neg,12,processing
PC12,neg,13,systems
PC12,neg,14,translated
PC12,neg,15,machine translated
PC12,neg,16,translated google
PC12,neg,17,google
PC12,neg,18,protection
PC12,neg,19,implementation
PC12,neg,20,security
PC12,neg,21,ai systems
PC12,neg,22,field
PC12,neg,23,training
PC12,neg,24,based
PC12,neg,25,quality
PC12,neg,26,measures
PC12,neg,27,learning
PC12,neg,28,entities
PC12,neg,29,controller
PC12,neg,30,education
PC13,pos,1,digital
PC13,pos,2,https
PC13,pos,3,digital transformation
PC13,pos,4,transformation
PC13,pos,5,government
PC13,pos,6,www
PC13,pos,7,rights
PC13,pos,8,https www
PC13,pos,9,service
PC13,pos,10,gov
PC13,pos,11,decision
PC13,pos,12,public
PC13,pos,13,uk
PC13,pos,14,human
PC13,pos,15,gov uk
PC13,pos,16,human rights
PC13,pos,17,artificial intelligence
PC13,pos,18,information
PC13,pos,19,artificial
PC13,pos,20,decision making
PC13,pos,21,protection
PC13,pos,22,services
PC13,pos,23,provision
PC13,pos,24,intelligence
PC13,pos,25,use
PC13,pos,26,national digital
PC13,pos,27,security
PC13,pos,28,contained
PC13,pos,29,algorithmic
PC13,pos,30,online
PC13,neg,1,research
PC13,neg,2,000
PC13,neg,3,data
PC13,neg,4,science
PC13,neg,5,innovation
PC13,neg,6,development
PC13,neg,7,scientific
PC13,neg,8,projects
PC13,neg,9,european
PC13,neg,10,funding
PC13,neg,11,support
PC13,neg,12,project
PC13,neg,13,la
PC13,neg,14,industry
PC13,neg,15,000 000
PC13,neg,16,researchers
PC13,neg,17,research innovation
PC13,neg,18,research development
PC13,neg,19,ar
PC13,neg,20,serbia
PC13,neg,21,investment
PC13,neg,22,technology
PC13,neg,23,energy
PC13,neg,24,learning
PC13,neg,25,high
PC13,neg,26,horizon
PC13,neg,27,companies
PC13,neg,28,computing
PC13,neg,29,ticle
PC13,neg,30,ar ticle
PC14,pos,1,data
PC14,pos,2,digital
PC14,pos,3,ai
PC14,pos,4,european
PC14,pos,5,eu
PC14,pos,6,strategy
PC14,pos,7,sec
PC14,pos,8,ar
PC14,pos,9,ticle
PC14,pos,10,ar ticle
PC14,pos,11,national
PC14,pos,12,innovation
PC14,pos,13,defense
PC14,pos,14,europe
PC14,pos,15,ser
PC14,pos,16,skills
PC14,pos,17,artificial intelligence
PC14,pos,18,digital transformation
PC14,pos,19,transformation
PC14,pos,20,economy
PC14,pos,21,artificial
PC14,pos,22,sector
PC14,pos,23,inserting
PC14,pos,24,intelligence
PC14,pos,25,contained
PC14,pos,26,sharing
PC14,pos,27,striking
PC14,pos,28,data sharing
PC14,pos,29,public sector
PC14,pos,30,states
PC14,neg,1,learning
PC14,neg,2,systems
PC14,neg,3,decision
PC14,neg,4,machine
PC14,neg,5,human
PC14,neg,6,information
PC14,neg,7,machine learning
PC14,neg,8,000
PC14,neg,9,article
PC14,neg,10,law
PC14,neg,11,decision making
PC14,neg,12,quality
PC14,neg,13,automated
PC14,neg,14,risk
PC14,neg,15,model
PC14,neg,16,making
PC14,neg,17,safety
PC14,neg,18,rights
PC14,neg,19,project
PC14,neg,20,bias
PC14,neg,21,process
PC14,neg,22,liability
PC14,neg,23,used
PC14,neg,24,damage
PC14,neg,25,based
PC14,neg,26,decisions
PC14,neg,27,case
PC14,neg,28,algorithmic
PC14,neg,29,vehicle
PC14,neg,30,example
PC15,pos,1,000
PC15,pos,2,digital
PC15,pos,3,000 000
PC15,pos,4,learning
PC15,pos,5,https
PC15,pos,6,machine learning
PC15,pos,7,ai
PC15,pos,8,systems
PC15,pos,9,digital transformation
PC15,pos,10,transformation
PC15,pos,11,machine
PC15,pos,12,training
PC15,pos,13,skills
PC15,pos,14,10
PC15,pos,15,program
PC15,pos,16,500
PC15,pos,17,model
PC15,pos,18,air
PC15,pos,19,digital skills
PC15,pos,20,models
PC15,pos,21,quality
PC15,pos,22,www
PC15,pos,23,sec
PC15,pos,24,2023
PC15,pos,25,org
PC15,pos,26,inserting
PC15,pos,27,https www
PC15,pos,28,generative
PC15,pos,29,army
PC15,pos,30,10 000
PC15,neg,1,research
PC15,neg,2,innovation
PC15,neg,3,shall
PC15,neg,4,government
PC15,neg,5,public
PC15,neg,6,sector
PC15,neg,7,secretary
PC15,neg,8,committee
PC15,neg,9,scientific
PC15,neg,10,science
PC15,neg,11,uk
PC15,neg,12,la
PC15,neg,13,international
PC15,neg,14,strategy
PC15,neg,15,regulatory
PC15,neg,16,federal
PC15,neg,17,industry
PC15,neg,18,policy
PC15,neg,19,private
PC15,neg,20,research innovation
PC15,neg,21,law
PC15,neg,22,act
PC15,neg,23,development
PC15,neg,24,appropriate
PC15,neg,25,agencies
PC15,neg,26,report
PC15,neg,27,including
PC15,neg,28,investment
PC15,neg,29,date
PC15,neg,30,plan
PC16,pos,1,000
PC16,pos,2,personal data
PC16,pos,3,personal
PC16,pos,4,protection
PC16,pos,5,article
PC16,pos,6,law
PC16,pos,7,ai
PC16,pos,8,rights
PC16,pos,9,data protection
PC16,pos,10,000 000
PC16,pos,11,public
PC16,pos,12,research
PC16,pos,13,legal
PC16,pos,14,innovation
PC16,pos,15,international
PC16,pos,16,provisions
PC16,pos,17,protection personal
PC16,pos,18,controller
PC16,pos,19,processing personal
PC16,pos,20,regulations
PC16,pos,21,principles
PC16,pos,22,human rights
PC16,pos,23,authority
PC16,pos,24,processing
PC16,pos,25,government
PC16,pos,26,person
PC16,pos,27,national
PC16,pos,28,ministry
PC16,pos,29,right
PC16,pos,30,privacy
PC16,neg,1,learning
PC16,neg,2,machine learning
PC16,neg,3,quality
PC16,neg,4,models
PC16,neg,5,model
PC16,neg,6,machine
PC16,neg,7,ar
PC16,neg,8,ticle
PC16,neg,9,ar ticle
PC16,neg,10,systems
PC16,neg,11,ser
PC16,neg,12,data
PC16,neg,13,training
PC16,neg,14,intelligence
PC16,neg,15,artificial
PC16,neg,16,online
PC16,neg,17,ser vices
PC16,neg,18,vices
PC16,neg,19,artificial intelligence
PC16,neg,20,software
PC16,neg,21,used
PC16,neg,22,language
PC16,neg,23,inf
PC16,neg,24,guideline
PC16,neg,25,use
PC16,neg,26,skills
PC16,neg,27,quality management
PC16,neg,28,ed
PC16,neg,29,trained
PC16,neg,30,ity
PC17,pos,1,000
PC17,pos,2,government
PC17,pos,3,uk
PC17,pos,4,intelligence
PC17,pos,5,artificial
PC17,pos,6,artificial intelligence
PC17,pos,7,public
PC17,pos,8,sector
PC17,pos,9,decision
PC17,pos,10,making
PC17,pos,11,public sector
PC17,pos,12,services
PC17,pos,13,gov uk
PC17,pos,14,decision making
PC17,pos,15,shall
PC17,pos,16,000 000
PC17,pos,17,algorithmic
PC17,pos,18,use
PC17,pos,19,sharing
PC17,pos,20,bias
PC17,pos,21,regulatory
PC17,pos,22,online
PC17,pos,23,systems
PC17,pos,24,ar
PC17,pos,25,cdei
PC17,pos,26,ser
PC17,pos,27,ticle
PC17,pos,28,ar ticle
PC17,pos,29,uk government
PC17,pos,30,review
PC17,neg,1,https
PC17,neg,2,learning
PC17,neg,3,personal data
PC17,neg,4,personal
PC17,neg,5,education
PC17,neg,6,research
PC17,neg,7,machine
PC17,neg,8,machine learning
PC17,neg,9,science
PC17,neg,10,ai
PC17,neg,11,article
PC17,neg,12,eu
PC17,neg,13,www
PC17,neg,14,european
PC17,neg,15,org
PC17,neg,16,pdf
PC17,neg,17,training
PC17,neg,18,2019
PC17,neg,19,https www
PC17,neg,20,2020
PC17,neg,21,digital
PC17,neg,22,2023
PC17,neg,23,contained
PC17,neg,24,processing
PC17,neg,25,scientific
PC17,neg,26,skills
PC17,neg,27,quality
PC17,neg,28,2018
PC17,neg,29,protection
PC17,neg,30,provision
PC18,pos,1,shall
PC18,pos,2,secretary
PC18,pos,3,defense
PC18,pos,4,national
PC18,pos,5,digital
PC18,pos,6,committee
PC18,pos,7,science
PC18,pos,8,security
PC18,pos,9,ai
PC18,pos,10,department
PC18,pos,11,program
PC18,pos,12,federal
PC18,pos,13,https
PC18,pos,14,research
PC18,pos,15,director
PC18,pos,16,later
PC18,pos,17,date
PC18,pos,18,information
PC18,pos,19,www
PC18,pos,20,learning
PC18,pos,21,secretary defense
PC18,pos,22,https www
PC18,pos,23,data
PC18,pos,24,education
PC18,pos,25,appropriate
PC18,pos,26,technology
PC18,pos,27,cyber
PC18,pos,28,administrator
PC18,pos,29,science technology
PC18,pos,30,gov
PC18,neg,1,contained
PC18,neg,2,provision
PC18,neg,3,sec
PC18,neg,4,european
PC18,neg,5,amendment
PC18,neg,6,eu
PC18,neg,7,provision sec
PC18,neg,8,senate amendment
PC18,neg,9,amendment contained
PC18,neg,10,house contained
PC18,neg,11,inserting
PC18,neg,12,senate
PC18,neg,13,contained provision
PC18,neg,14,contained similar
PC18,neg,15,recedes
PC18,neg,16,similar provision
PC18,neg,17,house
PC18,neg,18,striking
PC18,neg,19,liability
PC18,neg,20,similar
PC18,neg,21,decision
PC18,neg,22,section
PC18,neg,23,regulation
PC18,neg,24,new
PC18,neg,25,rights
PC18,neg,26,market
PC18,neg,27,companies
PC18,neg,28,amended
PC18,neg,29,6601
PC18,neg,30,human
PC19,pos,1,education
PC19,pos,2,personal
PC19,pos,3,personal data
PC19,pos,4,skills
PC19,pos,5,uk
PC19,pos,6,science
PC19,pos,7,people
PC19,pos,8,online
PC19,pos,9,students
PC19,pos,10,training
PC19,pos,11,school
PC19,pos,12,educational
PC19,pos,13,digital skills
PC19,pos,14,research
PC19,pos,15,decision
PC19,pos,16,human
PC19,pos,17,protection
PC19,pos,18,processing
PC19,pos,19,technology
PC19,pos,20,higher
PC19,pos,21,jobs
PC19,pos,22,decision making
PC19,pos,23,295
PC19,pos,24,higher education
PC19,pos,25,rights
PC19,pos,26,controller
PC19,pos,27,work
PC19,pos,28,making
PC19,pos,29,teachers
PC19,pos,30,data protection
PC19,neg,1,eu
PC19,neg,2,european
PC19,neg,3,data
PC19,neg,4,public
PC19,neg,5,https
PC19,neg,6,models
PC19,neg,7,service
PC19,neg,8,services
PC19,neg,9,article
PC19,neg,10,liability
PC19,neg,11,europa
PC19,neg,12,europa eu
PC19,neg,13,open
PC19,neg,14,cloud
PC19,neg,15,management
PC19,neg,16,administration
PC19,neg,17,model
PC19,neg,18,infrastructure
PC19,neg,19,sharing
PC19,neg,20,machine
PC19,neg,21,project
PC19,neg,22,digital transformation
PC19,neg,23,governance
PC19,neg,24,2020
PC19,neg,25,aid
PC19,neg,26,transformation
PC19,neg,27,europe
PC19,neg,28,ec
PC19,neg,29,entities
PC19,neg,30,data sharing
